directory,functions,tested,tag
arch/arm/common,187,0,v4.12
arch/arm/crypto,108,0,v4.12
arch/arm/firmware,5,0,v4.12
arch/arm/kernel,701,4,v4.12
arch/arm/kvm,120,0,v4.12
arch/arm/lib,13,0,v4.12
arch/arm/mach-alpine,4,0,v4.12
arch/arm/mach-artpec,2,0,v4.12
arch/arm/mach-at91,23,0,v4.12
arch/arm/mach-axxia,3,0,v4.12
arch/arm/mach-bcm,43,0,v4.12
arch/arm/mach-berlin,5,0,v4.12
arch/arm/mach-clps711x,3,0,v4.12
arch/arm/mach-cns3xxx,42,0,v4.12
arch/arm/mach-davinci,299,0,v4.12
arch/arm/mach-dove,47,0,v4.12
arch/arm/mach-ebsa110,41,0,v4.12
arch/arm/mach-ep93xx,94,0,v4.12
arch/arm/mach-exynos,92,0,v4.12
arch/arm/mach-footbridge,92,0,v4.12
arch/arm/mach-gemini,3,0,v4.12
arch/arm/mach-highbank,11,0,v4.12
arch/arm/mach-hisi,28,0,v4.12
arch/arm/mach-imx,477,0,v4.12
arch/arm/mach-integrator,52,0,v4.12
arch/arm/mach-iop13xx,80,0,v4.12
arch/arm/mach-iop32x,43,0,v4.12
arch/arm/mach-iop33x,19,0,v4.12
arch/arm/mach-ixp4xx,164,0,v4.12
arch/arm/mach-keystone,5,0,v4.12
arch/arm/mach-ks8695,45,0,v4.12
arch/arm/mach-lpc32xx,13,0,v4.12
arch/arm/mach-mediatek,5,0,v4.12
arch/arm/mach-mmp,83,0,v4.12
arch/arm/mach-mv78xx0,46,0,v4.12
arch/arm/mach-mvebu,84,0,v4.12
arch/arm/mach-mxs,22,0,v4.12
arch/arm/mach-netx,39,0,v4.12
arch/arm/mach-nomadik,2,0,v4.12
arch/arm/mach-nspire,6,0,v4.12
arch/arm/mach-omap1,290,0,v4.12
arch/arm/mach-omap2,1020,0,v4.12
arch/arm/mach-orion5x,144,0,v4.12
arch/arm/mach-oxnas,6,0,v4.12
arch/arm/mach-picoxcell,4,0,v4.12
arch/arm/mach-prima2,28,0,v4.12
arch/arm/mach-pxa,813,0,v4.12
arch/arm/mach-qcom,10,0,v4.12
arch/arm/mach-realview,5,0,v4.12
arch/arm/mach-rockchip,23,0,v4.12
arch/arm/mach-rpc,81,0,v4.12
arch/arm/mach-s3c24xx,284,0,v4.12
arch/arm/mach-s3c64xx,120,0,v4.12
arch/arm/mach-s5pv210,11,0,v4.12
arch/arm/mach-sa1100,170,0,v4.12
arch/arm/mach-shmobile,76,0,v4.12
arch/arm/mach-socfpga,22,0,v4.12
arch/arm/mach-spear,39,0,v4.12
arch/arm/mach-sti,5,0,v4.12
arch/arm/mach-sunxi,5,0,v4.12
arch/arm/mach-tango,7,0,v4.12
arch/arm/mach-tegra,60,0,v4.12
arch/arm/mach-u300,12,0,v4.12
arch/arm/mach-ux500,21,0,v4.12
arch/arm/mach-versatile,9,0,v4.12
arch/arm/mach-vexpress,48,0,v4.12
arch/arm/mach-vt8500,4,0,v4.12
arch/arm/mach-w90x900,53,0,v4.12
arch/arm/mach-zx,10,0,v4.12
arch/arm/mach-zynq,27,0,v4.12
arch/arm/mm,538,5,v4.12
arch/arm/net,28,0,v4.12
arch/arm/nwfpe,127,0,v4.12
arch/arm/oprofile,6,0,v4.12
arch/arm/plat-iop,30,0,v4.12
arch/arm/plat-omap,95,0,v4.12
arch/arm/plat-orion,81,0,v4.12
arch/arm/plat-pxa,16,0,v4.12
arch/arm/plat-samsung,147,0,v4.12
arch/arm/plat-versatile,5,0,v4.12
arch/arm/probes,220,29,v4.12
arch/arm/vdso,21,2,v4.12
arch/arm/vfp,95,0,v4.12
arch/arm/xen,45,0,v4.12
arch/arm64/crypto,104,0,v4.12
arch/arm64/kernel,707,2,v4.12
arch/arm64/kvm,213,0,v4.12
arch/arm64/lib,4,0,v4.12
arch/arm64/mm,234,0,v4.12
arch/arm64/net,14,0,v4.12
arch/blackfin/kernel,390,5,v4.12
arch/blackfin/lib,3,0,v4.12
arch/blackfin/mach-bf518,10,0,v4.12
arch/blackfin/mach-bf527,22,0,v4.12
arch/blackfin/mach-bf533,18,0,v4.12
arch/blackfin/mach-bf537,42,0,v4.12
arch/blackfin/mach-bf538,14,0,v4.12
arch/blackfin/mach-bf548,6,0,v4.12
arch/blackfin/mach-bf561,27,0,v4.12
arch/blackfin/mach-bf609,38,0,v4.12
arch/blackfin/mach-common,105,0,v4.12
arch/blackfin/mm,50,1,v4.12
arch/blackfin/oprofile,2,0,v4.12
arch/c6x/kernel,78,1,v4.12
arch/c6x/lib,1,0,v4.12
arch/c6x/mm,9,0,v4.12
arch/c6x/platforms,88,2,v4.12
arch/cris/arch-v10,176,2,v4.12
arch/cris/arch-v32,264,2,v4.12
arch/cris/boot,15,4,v4.12
arch/cris/kernel,41,2,v4.12
arch/cris/mm,14,2,v4.12
arch/frv/kernel,194,4,v4.12
arch/frv/lib,6,0,v4.12
arch/frv/mb93090-mb00,36,0,v4.12
arch/frv/mm,39,3,v4.12
arch/h8300/boot,4,3,v4.12
arch/h8300/kernel,73,1,v4.12
arch/h8300/lib,9,0,v4.12
arch/h8300/mm,9,0,v4.12
arch/hexagon/kernel,112,3,v4.12
arch/hexagon/lib,9,0,v4.12
arch/hexagon/mm,28,1,v4.12
arch/ia64/dig,1,0,v4.12
arch/ia64/hp,130,1,v4.12
arch/ia64/kernel,884,7,v4.12
arch/ia64/lib,27,2,v4.12
arch/ia64/mm,91,2,v4.12
arch/ia64/oprofile,12,0,v4.12
arch/ia64/pci,29,0,v4.12
arch/ia64/sn,291,0,v4.12
arch/ia64/uv,2,0,v4.12
arch/m32r/boot,6,3,v4.12
arch/m32r/kernel,136,2,v4.12
arch/m32r/lib,12,1,v4.12
arch/m32r/mm,29,2,v4.12
arch/m32r/oprofile,2,0,v4.12
arch/m32r/platforms,299,0,v4.12
arch/m68k/68000,17,0,v4.12
arch/m68k/amiga,47,0,v4.12
arch/m68k/apollo,19,0,v4.12
arch/m68k/atari,80,0,v4.12
arch/m68k/bvme6000,15,0,v4.12
arch/m68k/coldfire,184,0,v4.12
arch/m68k/emu,31,0,v4.12
arch/m68k/hp300,12,0,v4.12
arch/m68k/kernel,137,0,v4.12
arch/m68k/lib,13,3,v4.12
arch/m68k/mac,106,0,v4.12
arch/m68k/math-emu,46,0,v4.12
arch/m68k/mm,45,2,v4.12
arch/m68k/mvme147,11,0,v4.12
arch/m68k/mvme16x,18,0,v4.12
arch/m68k/q40,25,0,v4.12
arch/m68k/sun3,58,0,v4.12
arch/m68k/sun3x,20,0,v4.12
arch/m68k/tools,1,0,v4.12
arch/metag/kernel,245,3,v4.12
arch/metag/lib,23,0,v4.12
arch/metag/mm,65,3,v4.12
arch/metag/oprofile,6,0,v4.12
arch/metag/tbx,2,0,v4.12
arch/microblaze/kernel,148,2,v4.12
arch/microblaze/lib,9,3,v4.12
arch/microblaze/mm,37,1,v4.12
arch/microblaze/oprofile,2,0,v4.12
arch/microblaze/pci,49,1,v4.12
arch/mips/alchemy,291,0,v4.12
arch/mips/ar7,70,0,v4.12
arch/mips/ath25,58,0,v4.12
arch/mips/ath79,85,0,v4.12
arch/mips/bcm47xx,29,0,v4.12
arch/mips/bcm63xx,101,0,v4.12
arch/mips/bmips,21,0,v4.12
arch/mips/boot,54,5,v4.12
arch/mips/cavium-octeon,448,0,v4.12
arch/mips/cobalt,17,0,v4.12
arch/mips/dec,68,0,v4.12
arch/mips/emma,29,0,v4.12
arch/mips/fw,86,0,v4.12
arch/mips/generic,22,0,v4.12
arch/mips/jazz,29,0,v4.12
arch/mips/jz4740,64,0,v4.12
arch/mips/kernel,866,3,v4.12
arch/mips/kvm,335,0,v4.12
arch/mips/lantiq,136,0,v4.12
arch/mips/lasat,94,0,v4.12
arch/mips/lib,55,7,v4.12
arch/mips/loongson32,38,0,v4.12
arch/mips/loongson64,197,0,v4.12
arch/mips/math-emu,82,0,v4.12
arch/mips/mm,419,2,v4.12
arch/mips/mti-malta,50,0,v4.12
arch/mips/net,54,0,v4.12
arch/mips/netlogic,125,0,v4.12
arch/mips/oprofile,46,0,v4.12
arch/mips/paravirt,45,0,v4.12
arch/mips/pci,473,0,v4.12
arch/mips/pic32,40,0,v4.12
arch/mips/pistachio,15,0,v4.12
arch/mips/pmcs-msp71xx,80,0,v4.12
arch/mips/pnx833x,27,0,v4.12
arch/mips/power,4,0,v4.12
arch/mips/ralink,88,0,v4.12
arch/mips/rb532,41,0,v4.12
arch/mips/sgi-ip22,89,0,v4.12
arch/mips/sgi-ip27,104,0,v4.12
arch/mips/sgi-ip32,45,0,v4.12
arch/mips/sibyte,96,0,v4.12
arch/mips/sni,62,0,v4.12
arch/mips/txx9,232,0,v4.12
arch/mips/vdso,13,0,v4.12
arch/mips/vr41xx,64,0,v4.12
arch/mips/xilfpga,7,0,v4.12
arch/mn10300/boot,19,4,v4.12
arch/mn10300/kernel,266,3,v4.12
arch/mn10300/lib,20,1,v4.12
arch/mn10300/mm,64,0,v4.12
arch/mn10300/oprofile,2,0,v4.12
arch/mn10300/proc-mn103e010,2,0,v4.12
arch/mn10300/proc-mn2ws0050,2,0,v4.12
arch/mn10300/unit-asb2303,7,0,v4.12
arch/mn10300/unit-asb2305,36,0,v4.12
arch/mn10300/unit-asb2364,14,0,v4.12
arch/nios2/boot,12,4,v4.12
arch/nios2/kernel,100,3,v4.12
arch/nios2/lib,10,3,v4.12
arch/nios2/mm,67,0,v4.12
arch/nios2/platform,1,0,v4.12
arch/openrisc/kernel,86,1,v4.12
arch/openrisc/lib,6,1,v4.12
arch/openrisc/mm,18,1,v4.12
arch/parisc/kernel,426,2,v4.12
arch/parisc/lib,75,11,v4.12
arch/parisc/math-emu,55,0,v4.12
arch/parisc/mm,35,1,v4.12
arch/parisc/oprofile,2,0,v4.12
arch/powerpc/boot,275,6,v4.12
arch/powerpc/crypto,71,0,v4.12
arch/powerpc/kernel,1628,10,v4.12
arch/powerpc/kvm,1013,0,v4.12
arch/powerpc/lib,119,12,v4.12
arch/powerpc/math-emu,50,0,v4.12
arch/powerpc/mm,574,3,v4.12
arch/powerpc/net,23,0,v4.12
arch/powerpc/oprofile,118,0,v4.12
arch/powerpc/perf,244,1,v4.12
arch/powerpc/platforms,3196,0,v4.12
arch/powerpc/sysdev,798,0,v4.12
arch/powerpc/xmon,215,2,v4.12
arch/s390/appldata,22,0,v4.12
arch/s390/boot,7,4,v4.12
arch/s390/crypto,149,1,v4.12
arch/s390/hypfs,90,0,v4.12
arch/s390/kernel,862,2,v4.12
arch/s390/kvm,411,0,v4.12
arch/s390/lib,58,9,v4.12
arch/s390/mm,276,0,v4.12
arch/s390/net,15,1,v4.12
arch/s390/numa,57,0,v4.12
arch/s390/oprofile,4,0,v4.12
arch/s390/pci,148,1,v4.12
arch/s390/tools,3,0,v4.12
arch/score/kernel,78,0,v4.12
arch/score/lib,7,0,v4.12
arch/score/mm,33,0,v4.12
arch/sh/boards,290,0,v4.12
arch/sh/boot,7,3,v4.12
arch/sh/cchips,5,0,v4.12
arch/sh/drivers,149,1,v4.12
arch/sh/kernel,825,11,v4.12
arch/sh/lib,10,0,v4.12
arch/sh/lib64,5,0,v4.12
arch/sh/math-emu,36,0,v4.12
arch/sh/mm,281,0,v4.12
arch/sh/oprofile,7,0,v4.12
arch/sparc/boot,10,2,v4.12
arch/sparc/crypto,93,0,v4.12
arch/sparc/kernel,1586,4,v4.12
arch/sparc/lib,23,2,v4.12
arch/sparc/math-emu,5,0,v4.12
arch/sparc/mm,308,0,v4.12
arch/sparc/net,39,0,v4.12
arch/sparc/oprofile,6,0,v4.12
arch/sparc/power,3,0,v4.12
arch/sparc/prom,95,0,v4.12
arch/tile/gxio,95,0,v4.12
arch/tile/kernel,508,3,v4.12
arch/tile/lib,55,10,v4.12
arch/tile/mm,116,3,v4.12
arch/um/drivers,395,2,v4.12
arch/um/kernel,198,3,v4.12
arch/um/os-Linux,229,3,v4.12
arch/unicore32/boot,3,2,v4.12
arch/unicore32/kernel,163,3,v4.12
arch/unicore32/mm,74,0,v4.12
arch/x86/boot,182,15,v4.12
arch/x86/crypto,551,6,v4.12
arch/x86/entry,60,2,v4.12
arch/x86/events,712,1,v4.12
arch/x86/hyperv,8,0,v4.12
arch/x86/ia32,33,0,v4.12
arch/x86/kernel,2808,19,v4.12
arch/x86/kvm,1952,0,v4.12
arch/x86/lguest,70,0,v4.12
arch/x86/lib,110,13,v4.12
arch/x86/math-emu,173,0,v4.12
arch/x86/mm,636,24,v4.12
arch/x86/net,16,0,v4.12
arch/x86/oprofile,80,0,v4.12
arch/x86/pci,293,0,v4.12
arch/x86/platform,503,3,v4.12
arch/x86/power,33,0,v4.12
arch/x86/purgatory,11,0,v4.12
arch/x86/ras,16,0,v4.12
arch/x86/realmode,9,1,v4.12
arch/x86/tools,49,1,v4.12
arch/x86/um,106,0,v4.12
arch/x86/video,1,0,v4.12
arch/x86/xen,420,0,v4.12
arch/xtensa/boot,3,1,v4.12
arch/xtensa/kernel,224,3,v4.12
arch/xtensa/lib,5,0,v4.12
arch/xtensa/mm,44,0,v4.12
arch/xtensa/oprofile,4,0,v4.12
arch/xtensa/platforms,85,0,v4.12
drivers/accessibility/braille,9,0,v4.12
drivers/acpi/acpica,889,19,v4.12
drivers/acpi/apei,163,0,v4.12
drivers/acpi/arm64,50,0,v4.12
drivers/acpi/dptf,4,0,v4.12
drivers/acpi/nfit,107,8,v4.12
drivers/acpi/pmic,37,0,v4.12
drivers/acpi/x86,1,0,v4.12
drivers/base/power,464,0,v4.12
drivers/base/regmap,259,0,v4.12
drivers/base/test,3,1,v4.12
drivers/block/aoe,122,3,v4.12
drivers/block/drbd,709,0,v4.12
drivers/block/mtip32xx,101,0,v4.12
drivers/block/paride,366,0,v4.12
drivers/block/rsxx,116,0,v4.12
drivers/block/xen-blkback,60,2,v4.12
drivers/block/zram,73,0,v4.12
drivers/char/agp,420,0,v4.12
drivers/char/hw_random,233,0,v4.12
drivers/char/ipmi,436,1,v4.12
drivers/char/mwave,42,0,v4.12
drivers/char/pcmcia,168,2,v4.12
drivers/char/tpm,375,2,v4.12
drivers/char/xilinx_hwicap,39,0,v4.12
drivers/char/xillybus,37,0,v4.12
drivers/clk/at91,161,0,v4.12
drivers/clk/axis,2,0,v4.12
drivers/clk/axs10x,10,0,v4.12
drivers/clk/bcm,183,0,v4.12
drivers/clk/berlin,21,0,v4.12
drivers/clk/h8300,5,0,v4.12
drivers/clk/hisilicon,79,0,v4.12
drivers/clk/imx,125,0,v4.12
drivers/clk/ingenic,30,0,v4.12
drivers/clk/keystone,14,0,v4.12
drivers/clk/loongson1,5,0,v4.12
drivers/clk/mediatek,80,0,v4.12
drivers/clk/meson,32,0,v4.12
drivers/clk/microchip,44,0,v4.12
drivers/clk/mmp,67,0,v4.12
drivers/clk/mvebu,111,0,v4.12
drivers/clk/mxs,28,0,v4.12
drivers/clk/nxp,72,0,v4.12
drivers/clk/pistachio,32,0,v4.12
drivers/clk/pxa,64,0,v4.12
drivers/clk/qcom,236,0,v4.12
drivers/clk/renesas,93,0,v4.12
drivers/clk/rockchip,83,0,v4.12
drivers/clk/samsung,201,0,v4.12
drivers/clk/sirf,38,0,v4.12
drivers/clk/socfpga,25,0,v4.12
drivers/clk/spear,33,0,v4.12
drivers/clk/st,67,0,v4.12
drivers/clk/sunxi,119,0,v4.12
drivers/clk/sunxi-ng,113,0,v4.12
drivers/clk/tegra,345,0,v4.12
drivers/clk/ti,276,0,v4.12
drivers/clk/uniphier,16,0,v4.12
drivers/clk/ux500,46,0,v4.12
drivers/clk/versatile,25,0,v4.12
drivers/clk/x86,22,0,v4.12
drivers/clk/zte,35,0,v4.12
drivers/clk/zynq,10,0,v4.12
drivers/cpuidle/governors,14,0,v4.12
drivers/crypto/amcc,61,0,v4.12
drivers/crypto/bcm,149,0,v4.12
drivers/crypto/caam,229,0,v4.12
drivers/crypto/cavium,164,0,v4.12
drivers/crypto/ccp,225,0,v4.12
drivers/crypto/chelsio,91,0,v4.12
drivers/crypto/marvell,129,0,v4.12
drivers/crypto/mediatek,112,0,v4.12
drivers/crypto/nx,130,0,v4.12
drivers/crypto/qat,479,0,v4.12
drivers/crypto/qce,60,0,v4.12
drivers/crypto/rockchip,52,0,v4.12
drivers/crypto/stm32,10,0,v4.12
drivers/crypto/sunxi-ss,31,0,v4.12
drivers/crypto/ux500,106,0,v4.12
drivers/crypto/virtio,44,0,v4.12
drivers/crypto/vmx,29,0,v4.12
drivers/devfreq/event,25,0,v4.12
drivers/dma/bestcomm,36,0,v4.12
drivers/dma/dw,67,0,v4.12
drivers/dma/hsu,24,0,v4.12
drivers/dma/ioat,104,0,v4.12
drivers/dma/ipu,61,0,v4.12
drivers/dma/ppc4xx,93,0,v4.12
drivers/dma/qcom,104,0,v4.12
drivers/dma/sh,183,0,v4.12
drivers/dma/xilinx,90,0,v4.12
drivers/firmware/broadcom,26,0,v4.12
drivers/firmware/efi,292,12,v4.12
drivers/firmware/google,55,0,v4.12
drivers/firmware/meson,7,0,v4.12
drivers/firmware/tegra,60,0,v4.12
drivers/gpu/drm,27710,122,v4.12
drivers/gpu/host1x,185,0,v4.12
drivers/gpu/ipu-v3,255,0,v4.12
drivers/gpu/vga,65,0,v4.12
drivers/hid/i2c-hid,35,0,v4.12
drivers/hid/intel-ish-hid,152,0,v4.12
drivers/hid/usbhid,127,0,v4.12
drivers/hsi/clients,148,0,v4.12
drivers/hsi/controllers,70,0,v4.12
drivers/hwmon/pmbus,113,0,v4.12
drivers/hwtracing/coresight,386,0,v4.12
drivers/hwtracing/intel_th,125,0,v4.12
drivers/hwtracing/stm,82,0,v4.12
drivers/i2c/algos,47,1,v4.12
drivers/i2c/busses,1669,0,v4.12
drivers/i2c/muxes,69,0,v4.12
drivers/iio/accel,411,0,v4.12
drivers/iio/adc,870,0,v4.12
drivers/iio/amplifiers,5,0,v4.12
drivers/iio/buffer,61,0,v4.12
drivers/iio/chemical,29,0,v4.12
drivers/iio/common,143,0,v4.12
drivers/iio/counter,17,0,v4.12
drivers/iio/dac,320,0,v4.12
drivers/iio/dummy,28,0,v4.12
drivers/iio/frequency,24,0,v4.12
drivers/iio/gyro,144,0,v4.12
drivers/iio/health,49,0,v4.12
drivers/iio/humidity,75,0,v4.12
drivers/iio/imu,196,0,v4.12
drivers/iio/light,502,0,v4.12
drivers/iio/magnetometer,150,0,v4.12
drivers/iio/orientation,18,0,v4.12
drivers/iio/potentiometer,24,0,v4.12
drivers/iio/potentiostat,9,0,v4.12
drivers/iio/pressure,189,0,v4.12
drivers/iio/proximity,73,0,v4.12
drivers/iio/temperature,63,0,v4.12
drivers/iio/trigger,44,0,v4.12
drivers/infiniband/core,1247,3,v4.12
drivers/infiniband/hw,5842,3,v4.12
drivers/infiniband/sw,394,2,v4.12
drivers/infiniband/ulp,698,0,v4.12
drivers/input/gameport,58,0,v4.12
drivers/input/joystick,306,1,v4.12
drivers/input/keyboard,597,0,v4.12
drivers/input/misc,730,0,v4.12
drivers/input/mouse,782,0,v4.12
drivers/input/rmi4,238,0,v4.12
drivers/input/serio,372,0,v4.12
drivers/input/tablet,95,0,v4.12
drivers/input/touchscreen,1172,0,v4.12
drivers/ipack/carriers,23,0,v4.12
drivers/ipack/devices,26,0,v4.12
drivers/isdn/capi,201,0,v4.12
drivers/isdn/divert,25,0,v4.12
drivers/isdn/gigaset,312,2,v4.12
drivers/isdn/hardware,1184,3,v4.12
drivers/isdn/hisax,1533,1,v4.12
drivers/isdn/hysdn,74,0,v4.12
drivers/isdn/i4l,307,0,v4.12
drivers/isdn/isdnloop,34,0,v4.12
drivers/isdn/mISDN,391,0,v4.12
drivers/leds/trigger,80,0,v4.12
drivers/lguest/x86,16,0,v4.12
drivers/macintosh/ams,35,0,v4.12
drivers/md/bcache,411,1,v4.12
drivers/md/persistent-data,317,3,v4.12
drivers/media/cec,75,0,v4.12
drivers/media/common,391,0,v4.12
drivers/media/dvb-core,245,1,v4.12
drivers/media/dvb-frontends,2895,5,v4.12
drivers/media/firewire,88,0,v4.12
drivers/media/i2c,2467,1,v4.12
drivers/media/mmc,6,0,v4.12
drivers/media/pci,3950,0,v4.12
drivers/media/platform,4704,2,v4.12
drivers/media/radio,635,2,v4.12
drivers/media/rc,903,2,v4.12
drivers/media/spi,16,0,v4.12
drivers/media/tuners,641,0,v4.12
drivers/media/usb,4882,2,v4.12
drivers/media/v4l2-core,734,0,v4.12
drivers/memory/samsung,7,0,v4.12
drivers/memory/tegra,29,0,v4.12
drivers/memstick/core,132,0,v4.12
drivers/memstick/host,112,0,v4.12
drivers/message/fusion,383,0,v4.12
drivers/misc/altera-stapl,35,0,v4.12
drivers/misc/c2port,39,0,v4.12
drivers/misc/cb710,23,0,v4.12
drivers/misc/cxl,455,1,v4.12
drivers/misc/echo,9,0,v4.12
drivers/misc/eeprom,90,0,v4.12
drivers/misc/genwqe,170,0,v4.12
drivers/misc/ibmasm,68,0,v4.12
drivers/misc/lis3lv02d,57,0,v4.12
drivers/misc/mei,335,0,v4.12
drivers/misc/mic,644,0,v4.12
drivers/misc/sgi-gru,171,0,v4.12
drivers/misc/sgi-xp,235,0,v4.12
drivers/misc/ti-st,60,0,v4.12
drivers/misc/vmw_vmci,202,0,v4.12
drivers/mmc/core,629,71,v4.12
drivers/mmc/host,1820,3,v4.12
drivers/mtd/chips,207,0,v4.12
drivers/mtd/devices,268,0,v4.12
drivers/mtd/lpddr,40,0,v4.12
drivers/mtd/maps,228,0,v4.12
drivers/mtd/nand,1622,9,v4.12
drivers/mtd/onenand,147,0,v4.12
drivers/mtd/spi-nor,246,0,v4.12
drivers/mtd/tests,94,46,v4.12
drivers/mtd/ubi,285,1,v4.12
drivers/net/appletalk,54,2,v4.12
drivers/net/arcnet,121,4,v4.12
drivers/net/bonding,350,0,v4.12
drivers/net/caif,103,0,v4.12
drivers/net/can,1184,0,v4.12
drivers/net/cris,46,0,v4.12
drivers/net/dsa,641,0,v4.12
drivers/net/ethernet,32894,91,v4.12
drivers/net/fddi,338,1,v4.12
drivers/net/fjes,99,0,v4.12
drivers/net/hamradio,263,4,v4.12
drivers/net/hippi,21,0,v4.12
drivers/net/hyperv,115,0,v4.12
drivers/net/ieee802154,253,0,v4.12
drivers/net/ipvlan,82,0,v4.12
drivers/net/irda,590,0,v4.12
drivers/net/phy,614,2,v4.12
drivers/net/plip,34,0,v4.12
drivers/net/ppp,226,0,v4.12
drivers/net/slip,13,0,v4.12
drivers/net/team,210,0,v4.12
drivers/net/usb,1109,0,v4.12
drivers/net/vmxnet3,111,0,v4.12
drivers/net/wan,667,2,v4.12
drivers/net/wimax,179,0,v4.12
drivers/net/wireless,18140,7,v4.12
drivers/net/xen-netback,155,1,v4.12
drivers/nfc/fdp,36,0,v4.12
drivers/nfc/microread,28,0,v4.12
drivers/nfc/nfcmrvl,72,0,v4.12
drivers/nfc/nxp-nci,23,0,v4.12
drivers/nfc/pn533,105,0,v4.12
drivers/nfc/pn544,43,0,v4.12
drivers/nfc/s3fwrn5,36,0,v4.12
drivers/nfc/st-nci,75,0,v4.12
drivers/nfc/st21nfca,82,0,v4.12
drivers/nfc/st95hf,28,0,v4.12
drivers/ntb/hw,141,0,v4.12
drivers/ntb/test,62,0,v4.12
drivers/nvme/host,489,0,v4.12
drivers/nvme/target,340,0,v4.12
drivers/pci/dwc,248,0,v4.12
drivers/pci/endpoint,74,21,v4.12
drivers/pci/host,507,0,v4.12
drivers/pci/hotplug,621,4,v4.12
drivers/pci/pcie,183,0,v4.12
drivers/pci/switch,49,0,v4.12
drivers/phy/tegra,157,0,v4.12
drivers/pinctrl/aspeed,36,0,v4.12
drivers/pinctrl/bcm,164,0,v4.12
drivers/pinctrl/berlin,16,0,v4.12
drivers/pinctrl/freescale,94,0,v4.12
drivers/pinctrl/intel,154,0,v4.12
drivers/pinctrl/mediatek,79,0,v4.12
drivers/pinctrl/meson,27,0,v4.12
drivers/pinctrl/mvebu,81,0,v4.12
drivers/pinctrl/nomadik,105,0,v4.12
drivers/pinctrl/pxa,19,0,v4.12
drivers/pinctrl/qcom,155,0,v4.12
drivers/pinctrl/samsung,143,0,v4.12
drivers/pinctrl/sh-pfc,88,0,v4.12
drivers/pinctrl/sirf,85,0,v4.12
drivers/pinctrl/spear,51,0,v4.12
drivers/pinctrl/stm32,49,0,v4.12
drivers/pinctrl/sunxi,63,0,v4.12
drivers/pinctrl/tegra,56,0,v4.12
drivers/pinctrl/ti,17,0,v4.12
drivers/pinctrl/uniphier,28,0,v4.12
drivers/pinctrl/vt8500,30,0,v4.12
drivers/platform/chrome,76,0,v4.12
drivers/platform/goldfish,29,0,v4.12
drivers/platform/mips,11,0,v4.12
drivers/platform/olpc,11,0,v4.12
drivers/platform/x86,1934,0,v4.12
drivers/pnp/isapnp,49,0,v4.12
drivers/pnp/pnpacpi,44,0,v4.12
drivers/pnp/pnpbios,72,0,v4.12
drivers/power/avs,37,0,v4.12
drivers/power/reset,110,0,v4.12
drivers/power/supply,1531,3,v4.12
drivers/pps/clients,18,0,v4.12
drivers/pps/generators,7,0,v4.12
drivers/rapidio/devices,150,0,v4.12
drivers/rapidio/switches,51,0,v4.12
drivers/reset/hisilicon,13,0,v4.12
drivers/reset/sti,8,0,v4.12
drivers/reset/tegra,6,0,v4.12
drivers/s390/block,566,1,v4.12
drivers/s390/char,792,1,v4.12
drivers/s390/cio,811,0,v4.12
drivers/s390/crypto,245,0,v4.12
drivers/s390/net,805,0,v4.12
drivers/s390/scsi,315,0,v4.12
drivers/s390/virtio,69,0,v4.12
drivers/sbus/char,129,0,v4.12
drivers/scsi/aacraid,223,0,v4.12
drivers/scsi/aic7xxx,573,1,v4.12
drivers/scsi/aic94xx,218,0,v4.12
drivers/scsi/arcmsr,125,0,v4.12
drivers/scsi/arm,214,0,v4.12
drivers/scsi/be2iscsi,225,0,v4.12
drivers/scsi/bfa,1553,0,v4.12
drivers/scsi/bnx2fc,185,0,v4.12
drivers/scsi/bnx2i,137,0,v4.12
drivers/scsi/csiostor,370,0,v4.12
drivers/scsi/cxgbi,174,0,v4.12
drivers/scsi/cxlflash,148,0,v4.12
drivers/scsi/device_handler,64,0,v4.12
drivers/scsi/esas2r,227,0,v4.12
drivers/scsi/fcoe,195,0,v4.12
drivers/scsi/fnic,209,0,v4.12
drivers/scsi/hisi_sas,177,0,v4.12
drivers/scsi/ibmvscsi,202,0,v4.12
drivers/scsi/ibmvscsi_tgt,104,0,v4.12
drivers/scsi/isci,457,0,v4.12
drivers/scsi/libfc,255,0,v4.12
drivers/scsi/libsas,208,0,v4.12
drivers/scsi/lpfc,1363,0,v4.12
drivers/scsi/megaraid,388,0,v4.12
drivers/scsi/mpt3sas,418,0,v4.12
drivers/scsi/mvsas,160,0,v4.12
drivers/scsi/osd,107,0,v4.12
drivers/scsi/pcmcia,86,0,v4.12
drivers/scsi/pm8001,234,0,v4.12
drivers/scsi/qedf,168,0,v4.12
drivers/scsi/qedi,182,0,v4.12
drivers/scsi/qla2xxx,1255,0,v4.12
drivers/scsi/qla4xxx,499,0,v4.12
drivers/scsi/smartpqi,188,0,v4.12
drivers/scsi/snic,196,0,v4.12
drivers/scsi/sym53c8xx_2,118,0,v4.12
drivers/scsi/ufs,339,0,v4.12
drivers/sh/clk,62,0,v4.12
drivers/sh/intc,66,0,v4.12
drivers/sh/maple,34,0,v4.12
drivers/sh/superhyway,12,0,v4.12
drivers/soc/atmel,4,0,v4.12
drivers/soc/bcm,15,0,v4.12
drivers/soc/dove,11,0,v4.12
drivers/soc/fsl,344,27,v4.12
drivers/soc/imx,17,0,v4.12
drivers/soc/mediatek,38,0,v4.12
drivers/soc/qcom,78,0,v4.12
drivers/soc/renesas,16,0,v4.12
