directory,non_static,tested,tag
arch/powerpc/platforms/chrp,16,0,v4.15
arch/powerpc/platforms/embedded6xx,25,0,v4.15
arch/powerpc/platforms/maple,6,0,v4.15
arch/powerpc/platforms/pasemi,26,0,v4.15
arch/powerpc/platforms/powermac,82,0,v4.15
arch/powerpc/platforms/powernv,151,0,v4.15
arch/powerpc/platforms/ps3,108,0,v4.15
arch/powerpc/platforms/pseries,73,0,v4.15
arch/powerpc/sysdev/ge,2,0,v4.15
arch/powerpc/sysdev/xics,23,0,v4.15
arch/powerpc/sysdev/xive,29,0,v4.15
arch/riscv/kernel/vdso,5,0,v4.15
arch/s390/boot/compressed,4,3,v4.15
arch/sh/boards/mach-cayman,3,0,v4.15
arch/sh/boards/mach-dreamcast,3,0,v4.15
arch/sh/boards/mach-highlander,4,0,v4.15
arch/sh/boards/mach-kfr2r09,2,0,v4.15
arch/sh/boards/mach-landisk,1,0,v4.15
arch/sh/boards/mach-lboxre2,1,0,v4.15
arch/sh/boards/mach-microdev,3,0,v4.15
arch/sh/boards/mach-migor,1,0,v4.15
arch/sh/boards/mach-r2d,2,0,v4.15
arch/sh/boards/mach-sdk7780,1,0,v4.15
arch/sh/boards/mach-sdk7786,3,0,v4.15
arch/sh/boards/mach-se,8,0,v4.15
arch/sh/boards/mach-sh03,4,0,v4.15
arch/sh/boards/mach-sh7763rdp,1,0,v4.15
arch/sh/boards/mach-x3proto,4,0,v4.15
arch/sh/boot/compressed,7,2,v4.15
arch/sh/boot/romimage,1,0,v4.15
arch/sh/cchips/hd6446x,1,0,v4.15
arch/sh/drivers/dma,19,0,v4.15
arch/sh/drivers/pci,23,1,v4.15
arch/sh/drivers/superhyway,1,0,v4.15
arch/sh/kernel/cpu,165,0,v4.15
arch/sh/kernel/vsyscall,3,0,v4.15
arch/tile/kernel/vdso,5,0,v4.15
arch/um/kernel/skas,13,0,v4.15
arch/um/os-Linux/drivers,2,0,v4.15
arch/um/os-Linux/skas,17,2,v4.15
arch/unicore32/boot/compressed,3,2,v4.15
arch/x86/boot/compressed,25,4,v4.15
arch/x86/boot/tools,1,0,v4.15
arch/x86/crypto/sha1-mb,1,0,v4.15
arch/x86/crypto/sha256-mb,3,0,v4.15
arch/x86/crypto/sha512-mb,3,0,v4.15
arch/x86/entry/vdso,10,0,v4.15
arch/x86/entry/vsyscall,8,0,v4.15
arch/x86/events/amd,4,0,v4.15
arch/x86/events/intel,84,0,v4.15
arch/x86/kernel/acpi,29,0,v4.15
arch/x86/kernel/apic,144,0,v4.15
arch/x86/kernel/cpu,188,1,v4.15
arch/x86/kernel/fpu,50,0,v4.15
arch/x86/kernel/kprobes,35,0,v4.15
arch/x86/platform/ce4100,1,0,v4.15
arch/x86/platform/efi,42,0,v4.15
arch/x86/platform/intel,9,0,v4.15
arch/x86/platform/intel-mid,21,0,v4.15
arch/x86/platform/intel-quark,3,3,v4.15
arch/x86/platform/olpc,16,0,v4.15
arch/x86/platform/scx200,1,0,v4.15
arch/x86/platform/sfi,1,0,v4.15
arch/x86/platform/uv,18,0,v4.15
arch/x86/realmode/rm,1,0,v4.15
arch/x86/um/os-Linux,16,0,v4.15
arch/x86/um/vdso,5,0,v4.15
arch/xtensa/boot/lib,3,1,v4.15
arch/xtensa/platforms/iss,9,0,v4.15
arch/xtensa/platforms/xt2000,6,0,v4.15
arch/xtensa/platforms/xtfpga,10,0,v4.15
drivers/char/tpm/st33zp24,4,0,v4.15
drivers/crypto/cavium/cpt,20,0,v4.15
drivers/crypto/cavium/nitrox,26,0,v4.15
drivers/crypto/cavium/zip,26,0,v4.15
drivers/crypto/qat/qat_c3xxx,2,0,v4.15
drivers/crypto/qat/qat_c3xxxvf,2,0,v4.15
drivers/crypto/qat/qat_c62x,2,0,v4.15
drivers/crypto/qat/qat_c62xvf,2,0,v4.15
drivers/crypto/qat/qat_common,116,0,v4.15
drivers/crypto/qat/qat_dh895xcc,2,0,v4.15
drivers/crypto/qat/qat_dh895xccvf,2,0,v4.15
drivers/crypto/ux500/cryp,15,0,v4.15
drivers/crypto/ux500/hash,7,0,v4.15
drivers/firmware/efi/libstub,33,2,v4.15
drivers/gpu/drm/amd,1908,7,v4.15
drivers/gpu/drm/arc,3,0,v4.15
drivers/gpu/drm/arm,9,0,v4.15
drivers/gpu/drm/armada,26,0,v4.15
drivers/gpu/drm/ast,37,0,v4.15
drivers/gpu/drm/atmel-hlcdc,9,0,v4.15
drivers/gpu/drm/bochs,18,0,v4.15
drivers/gpu/drm/bridge,97,0,v4.15
drivers/gpu/drm/cirrus,21,0,v4.15
drivers/gpu/drm/etnaviv,72,0,v4.15
drivers/gpu/drm/exynos,62,0,v4.15
drivers/gpu/drm/fsl-dcu,10,0,v4.15
drivers/gpu/drm/gma500,182,0,v4.15
drivers/gpu/drm/hisilicon,20,0,v4.15
drivers/gpu/drm/i2c,11,0,v4.15
drivers/gpu/drm/i810,5,0,v4.15
drivers/gpu/drm/i915,1048,17,v4.15
drivers/gpu/drm/imx,13,0,v4.15
drivers/gpu/drm/lib,2,0,v4.15
drivers/gpu/drm/mediatek,32,0,v4.15
drivers/gpu/drm/meson,23,0,v4.15
drivers/gpu/drm/mga,26,0,v4.15
drivers/gpu/drm/mgag200,23,0,v4.15
drivers/gpu/drm/msm,345,0,v4.15
drivers/gpu/drm/mxsfb,6,0,v4.15
drivers/gpu/drm/nouveau,1637,0,v4.15
drivers/gpu/drm/omapdrm,238,0,v4.15
drivers/gpu/drm/pl111,8,0,v4.15
drivers/gpu/drm/qxl,98,0,v4.15
drivers/gpu/drm/r128,26,0,v4.15
drivers/gpu/drm/radeon,1476,22,v4.15
drivers/gpu/drm/rcar-du,30,0,v4.15
drivers/gpu/drm/rockchip,41,0,v4.15
drivers/gpu/drm/savage,14,0,v4.15
drivers/gpu/drm/shmobile,13,0,v4.15
drivers/gpu/drm/sis,3,0,v4.15
drivers/gpu/drm/sti,32,0,v4.15
drivers/gpu/drm/stm,4,0,v4.15
drivers/gpu/drm/sun4i,23,0,v4.15
drivers/gpu/drm/tegra,55,0,v4.15
drivers/gpu/drm/tilcdc,21,0,v4.15
drivers/gpu/drm/tinydrm,33,0,v4.15
drivers/gpu/drm/ttm,111,0,v4.15
drivers/gpu/drm/tve200,4,0,v4.15
drivers/gpu/drm/udl,29,0,v4.15
drivers/gpu/drm/vc4,67,0,v4.15
drivers/gpu/drm/vgem,4,0,v4.15
drivers/gpu/drm/via,32,0,v4.15
drivers/gpu/drm/virtio,65,0,v4.15
drivers/gpu/drm/vmwgfx,274,0,v4.15
drivers/gpu/drm/zte,8,0,v4.15
drivers/gpu/host1x/hw,5,0,v4.15
drivers/hid/intel-ish-hid/ipc,5,0,v4.15
drivers/hid/intel-ish-hid/ishtp,57,0,v4.15
drivers/iio/common/cros_ec_sensors,7,0,v4.15
drivers/iio/common/hid-sensors,14,0,v4.15
drivers/iio/common/ms_sensors,12,0,v4.15
drivers/iio/common/ssp_sensors,17,0,v4.15
drivers/iio/common/st_sensors,22,0,v4.15
drivers/iio/imu/bmi160,2,0,v4.15
drivers/iio/imu/inv_mpu6050,11,0,v4.15
drivers/iio/imu/st_lsm6dsx,8,0,v4.15
drivers/infiniband/hw/bnxt_re,106,0,v4.15
drivers/infiniband/hw/cxgb3,83,0,v4.15
drivers/infiniband/hw/cxgb4,73,0,v4.15
drivers/infiniband/hw/hfi1,392,0,v4.15
drivers/infiniband/hw/hns,82,0,v4.15
drivers/infiniband/hw/i40iw,162,0,v4.15
drivers/infiniband/hw/mlx4,91,0,v4.15
drivers/infiniband/hw/mlx5,95,0,v4.15
drivers/infiniband/hw/mthca,169,0,v4.15
drivers/infiniband/hw/nes,60,0,v4.15
drivers/infiniband/hw/ocrdma,82,0,v4.15
drivers/infiniband/hw/qedr,47,0,v4.15
drivers/infiniband/hw/qib,177,0,v4.15
drivers/infiniband/hw/usnic,93,0,v4.15
drivers/infiniband/hw/vmw_pvrdma,57,0,v4.15
drivers/infiniband/sw/rdmavt,79,0,v4.15
drivers/infiniband/sw/rxe,104,0,v4.15
drivers/infiniband/ulp/ipoib,82,0,v4.15
drivers/infiniband/ulp/iser,40,0,v4.15
drivers/infiniband/ulp/isert,1,0,v4.15
drivers/infiniband/ulp/opa_vnic,20,0,v4.15
drivers/input/joystick/iforce,11,0,v4.15
drivers/isdn/hardware/avm,29,0,v4.15
drivers/isdn/hardware/eicon,205,2,v4.15
drivers/isdn/hardware/mISDN,6,0,v4.15
drivers/media/common/b2c2,25,0,v4.15
drivers/media/common/saa7146,30,0,v4.15
drivers/media/common/siano,40,0,v4.15
drivers/media/common/v4l2-tpg,15,0,v4.15
drivers/media/dvb-frontends/drx39xyj,2,0,v4.15
drivers/media/i2c/adv748x,13,0,v4.15
drivers/media/i2c/cx25840,18,0,v4.15
drivers/media/i2c/m5mols,12,0,v4.15
drivers/media/i2c/s5c73m3,8,0,v4.15
drivers/media/i2c/smiapp,6,0,v4.15
drivers/media/pci/b2c2,7,0,v4.15
drivers/media/pci/bt8xx,74,0,v4.15
drivers/media/pci/cobalt,27,0,v4.15
drivers/media/pci/cx18,100,0,v4.15
drivers/media/pci/cx23885,92,0,v4.15
drivers/media/pci/cx25821,37,0,v4.15
drivers/media/pci/cx88,49,0,v4.15
drivers/media/pci/ddbridge,21,0,v4.15
drivers/media/pci/ivtv,99,0,v4.15
drivers/media/pci/mantis,40,0,v4.15
drivers/media/pci/netup_unidvb,9,0,v4.15
drivers/media/pci/ngene,14,0,v4.15
drivers/media/pci/pt1,4,0,v4.15
drivers/media/pci/pt3,11,0,v4.15
drivers/media/pci/saa7134,74,0,v4.15
drivers/media/pci/saa7164,68,0,v4.15
drivers/media/pci/smipcie,4,0,v4.15
drivers/media/pci/solo6x10,45,0,v4.15
drivers/media/pci/ttpci,57,0,v4.15
drivers/media/pci/tw5864,9,0,v4.15
drivers/media/pci/tw68,6,0,v4.15
drivers/media/pci/tw686x,8,0,v4.15
drivers/media/pci/zoran,30,0,v4.15
drivers/media/platform/blackfin,2,0,v4.15
drivers/media/platform/coda,28,0,v4.15
drivers/media/platform/davinci,14,0,v4.15
drivers/media/platform/exynos-gsc,42,0,v4.15
drivers/media/platform/exynos4-is,129,0,v4.15
drivers/media/platform/marvell-ccic,7,0,v4.15
drivers/media/platform/mtk-jpeg,7,0,v4.15
drivers/media/platform/mtk-mdp,20,0,v4.15
drivers/media/platform/mtk-vcodec,51,0,v4.15
drivers/media/platform/mtk-vpu,8,0,v4.15
drivers/media/platform/omap,16,0,v4.15
drivers/media/platform/omap3isp,85,0,v4.15
drivers/media/platform/qcom,102,0,v4.15
drivers/media/platform/rcar-vin,7,0,v4.15
drivers/media/platform/rockchip,3,0,v4.15
drivers/media/platform/s3c-camif,27,0,v4.15
drivers/media/platform/s5p-cec,16,0,v4.15
drivers/media/platform/s5p-g2d,11,0,v4.15
drivers/media/platform/s5p-jpeg,85,0,v4.15
drivers/media/platform/s5p-mfc,50,0,v4.15
drivers/media/platform/soc_camera,17,0,v4.15
drivers/media/platform/sti,47,0,v4.15
drivers/media/platform/ti-vpe,40,0,v4.15
drivers/media/platform/vimc,9,0,v4.15
drivers/media/platform/vivid,137,0,v4.15
drivers/media/platform/vsp1,72,0,v4.15
drivers/media/platform/xilinx,16,0,v4.15
drivers/media/radio/si470x,13,0,v4.15
drivers/media/radio/wl128x,53,0,v4.15
drivers/media/rc/img-ir,10,0,v4.15
drivers/media/usb/as102,21,0,v4.15
drivers/media/usb/au0828,25,0,v4.15
drivers/media/usb/cpia2,34,0,v4.15
drivers/media/usb/cx231xx,135,0,v4.15
drivers/media/usb/dvb-usb,65,0,v4.15
drivers/media/usb/dvb-usb-v2,38,0,v4.15
drivers/media/usb/em28xx,36,0,v4.15
drivers/media/usb/go7007,16,0,v4.15
drivers/media/usb/gspca,59,0,v4.15
drivers/media/usb/hdpvr,14,0,v4.15
drivers/media/usb/pvrusb2,137,0,v4.15
drivers/media/usb/pwc,19,0,v4.15
drivers/media/usb/stk1160,14,0,v4.15
drivers/media/usb/stkwebcam,7,0,v4.15
drivers/media/usb/tm6000,38,0,v4.15
drivers/media/usb/ttusb-dec,2,0,v4.15
drivers/media/usb/usbtv,7,0,v4.15
drivers/media/usb/usbvision,25,0,v4.15
drivers/media/usb/uvc,50,0,v4.15
drivers/misc/mic/bus,17,0,v4.15
drivers/misc/mic/card,17,0,v4.15
drivers/misc/mic/cosm,14,0,v4.15
drivers/misc/mic/host,19,0,v4.15
drivers/misc/mic/scif,135,0,v4.15
drivers/misc/mic/vop,4,0,v4.15
drivers/mtd/nand/atmel,10,0,v4.15
drivers/mtd/nand/bcm47xxnflash,1,0,v4.15
drivers/mtd/nand/brcmnand,2,0,v4.15
drivers/mtd/nand/gpmi-nand,19,0,v4.15
drivers/net/can/c_can,6,0,v4.15
drivers/net/can/cc770,4,0,v4.15
drivers/net/can/m_can,3,0,v4.15
drivers/net/can/mscan,3,0,v4.15
drivers/net/can/peak_canfd,3,0,v4.15
drivers/net/can/sja1000,5,0,v4.15
drivers/net/can/softing,9,0,v4.15
drivers/net/can/usb,11,0,v4.15
drivers/net/dsa/b53,28,0,v4.15
drivers/net/dsa/microchip,4,0,v4.15
drivers/net/dsa/mv88e6xxx,107,0,v4.15
drivers/net/ethernet/3com,3,0,v4.15
drivers/net/ethernet/8390,38,0,v4.15
drivers/net/ethernet/altera,33,0,v4.15
drivers/net/ethernet/amazon,65,0,v4.15
drivers/net/ethernet/amd,51,0,v4.15
drivers/net/ethernet/apm,29,0,v4.15
drivers/net/ethernet/apple,1,0,v4.15
drivers/net/ethernet/aquantia,241,0,v4.15
drivers/net/ethernet/arc,4,0,v4.15
drivers/net/ethernet/atheros,71,0,v4.15
drivers/net/ethernet/broadcom,365,0,v4.15
drivers/net/ethernet/brocade,144,0,v4.15
drivers/net/ethernet/cadence,6,0,v4.15
drivers/net/ethernet/cavium,171,0,v4.15
drivers/net/ethernet/chelsio,567,0,v4.15
drivers/net/ethernet/cirrus,6,0,v4.15
drivers/net/ethernet/cisco,127,0,v4.15
drivers/net/ethernet/dec,23,0,v4.15
drivers/net/ethernet/emulex,96,0,v4.15
drivers/net/ethernet/freescale,100,0,v4.15
drivers/net/ethernet/hisilicon,195,0,v4.15
drivers/net/ethernet/hp,2,0,v4.15
drivers/net/ethernet/huawei,108,0,v4.15
drivers/net/ethernet/i825xx,4,0,v4.15
drivers/net/ethernet/ibm,82,0,v4.15
drivers/net/ethernet/intel,1117,0,v4.15
drivers/net/ethernet/marvell,6,0,v4.15
drivers/net/ethernet/mediatek,3,0,v4.15
drivers/net/ethernet/mellanox,1287,9,v4.15
drivers/net/ethernet/microchip,3,0,v4.15
drivers/net/ethernet/natsemi,1,0,v4.15
drivers/net/ethernet/neterion,91,0,v4.15
drivers/net/ethernet/netronome,214,0,v4.15
drivers/net/ethernet/oki-semi,34,0,v4.15
drivers/net/ethernet/pasemi,1,0,v4.15
drivers/net/ethernet/qlogic,927,8,v4.15
drivers/net/ethernet/qualcomm,48,0,v4.15
drivers/net/ethernet/renesas,5,0,v4.15
drivers/net/ethernet/rocker,5,0,v4.15
drivers/net/ethernet/samsung,17,0,v4.15
drivers/net/ethernet/sfc,371,16,v4.15
drivers/net/ethernet/sgi,1,0,v4.15
drivers/net/ethernet/smsc,3,0,v4.15
drivers/net/ethernet/stmicro,53,0,v4.15
drivers/net/ethernet/sun,19,0,v4.15
drivers/net/ethernet/synopsys,11,0,v4.15
drivers/net/ethernet/ti,69,0,v4.15
drivers/net/ethernet/tile,1,0,v4.15
drivers/net/ethernet/toshiba,16,0,v4.15
drivers/net/ethernet/wiznet,3,0,v4.15
drivers/net/ethernet/xilinx,10,0,v4.15
drivers/net/fddi/skfp,145,1,v4.15
drivers/net/wan/lmc,16,0,v4.15
drivers/net/wimax/i2400m,58,0,v4.15
drivers/net/wireless/ath,1337,0,v4.15
drivers/net/wireless/atmel,3,0,v4.15
drivers/net/wireless/broadcom,896,0,v4.15
drivers/net/wireless/cisco,3,0,v4.15
drivers/net/wireless/intel,751,0,v4.15
drivers/net/wireless/intersil,192,0,v4.15
drivers/net/wireless/marvell,378,0,v4.15
drivers/net/wireless/mediatek,65,0,v4.15
drivers/net/wireless/quantenna,67,0,v4.15
drivers/net/wireless/ralink,184,0,v4.15
drivers/net/wireless/realtek,1110,0,v4.15
drivers/net/wireless/rsi,55,0,v4.15
drivers/net/wireless/st,143,0,v4.15
drivers/net/wireless/ti,339,3,v4.15
drivers/net/wireless/zydas,85,0,v4.15
drivers/ntb/hw/mscc,1,0,v4.15
drivers/pci/pcie/aer,18,0,v4.15
drivers/scsi/aic7xxx/aicasm,23,1,v4.15
drivers/soc/bcm/brcmstb,5,0,v4.15
drivers/soc/fsl/qbman,49,14,v4.15
drivers/soc/fsl/qe,57,0,v4.15
drivers/soc/tegra/fuse,15,0,v4.15
drivers/staging/android/ion,24,0,v4.15
drivers/staging/comedi/drivers,93,4,v4.15
drivers/staging/comedi/kcomedilib,7,0,v4.15
drivers/staging/fsl-dpaa2/ethernet,43,0,v4.15
drivers/staging/fsl-mc/bus,128,0,v4.15
drivers/staging/greybus/Documentation,2,0,v4.15
drivers/staging/greybus/tools,14,2,v4.15
drivers/staging/iio/adc,2,0,v4.15
drivers/staging/iio/addac,1,0,v4.15
drivers/staging/iio/meter,8,0,v4.15
drivers/staging/irda/drivers,15,0,v4.15
drivers/staging/irda/net,264,0,v4.15
drivers/staging/lustre/lnet,543,25,v4.15
drivers/staging/lustre/lustre,1160,0,v4.15
drivers/staging/media/atomisp,1162,0,v4.15
drivers/staging/media/cxd2099,1,0,v4.15
drivers/staging/media/davinci_vpfe,55,0,v4.15
drivers/staging/media/imx,39,0,v4.15
drivers/staging/media/omap4iss,46,0,v4.15
drivers/staging/most/hdm-dim2,24,0,v4.15
drivers/staging/most/mostcore,12,0,v4.15
drivers/staging/rtl8188eu/core,351,0,v4.15
drivers/staging/rtl8188eu/hal,137,0,v4.15
drivers/staging/rtl8188eu/os_dep,68,0,v4.15
drivers/staging/rtl8192e/rtl8192e,101,0,v4.15
drivers/staging/rtl8192u/ieee80211,126,0,v4.15
drivers/staging/rtl8723bs/core,649,0,v4.15
drivers/staging/rtl8723bs/hal,411,0,v4.15
drivers/staging/rtl8723bs/os_dep,129,0,v4.15
drivers/staging/rtlwifi/btcoexist,116,0,v4.15
drivers/staging/rtlwifi/halmac,258,0,v4.15
drivers/staging/rtlwifi/phydm,275,0,v4.15
drivers/staging/rtlwifi/rtl8822be,76,0,v4.15
drivers/staging/unisys/visorbus,34,0,v4.15
drivers/staging/unisys/visorhba,1,0,v4.15
drivers/staging/vc04_services/bcm2835-audio,18,0,v4.15
drivers/staging/vc04_services/bcm2835-camera,17,0,v4.15
drivers/staging/vc04_services/interface,139,0,v4.15
drivers/target/iscsi/cxgbit,24,0,v4.15
drivers/tty/serial/8250,47,0,v4.15
drivers/tty/serial/cpm_uart,11,0,v4.15
drivers/tty/serial/jsm,5,0,v4.15
drivers/usb/gadget/function,108,0,v4.15
drivers/usb/gadget/udc,86,0,v4.15
drivers/usb/host/whci,50,0,v4.15
drivers/usb/misc/sisusbvga,19,0,v4.15
drivers/usb/typec/ucsi,3,0,v4.15
drivers/uwb/i1480/dfu,6,0,v4.15
drivers/video/fbdev/aty,40,0,v4.15
drivers/video/fbdev/core,100,0,v4.15
drivers/video/fbdev/geode,17,0,v4.15
drivers/video/fbdev/i810,19,0,v4.15
drivers/video/fbdev/intelfb,32,0,v4.15
drivers/video/fbdev/kyro,14,0,v4.15
drivers/video/fbdev/matrox,20,0,v4.15
drivers/video/fbdev/mb862xx,3,0,v4.15
drivers/video/fbdev/mmp,6,0,v4.15
drivers/video/fbdev/nvidia,33,0,v4.15
drivers/video/fbdev/omap,9,0,v4.15
drivers/video/fbdev/omap2,265,0,v4.15
drivers/video/fbdev/riva,8,0,v4.15
drivers/video/fbdev/savage,7,0,v4.15
drivers/video/fbdev/sis,79,0,v4.15
drivers/video/fbdev/vermilion,2,0,v4.15
drivers/video/fbdev/via,101,0,v4.15
net/dccp/ccids/lib,22,0,v4.15
sound/aoa/soundbus/i2sbus,13,0,v4.15
sound/core/seq/oss,71,0,v4.15
sound/soc/intel/atom,69,0,v4.15
sound/soc/intel/baytrail,19,0,v4.15
sound/soc/intel/common,74,0,v4.15
sound/soc/intel/haswell,53,0,v4.15
sound/soc/intel/skylake,120,0,v4.15
sound/soc/mediatek/common,10,0,v4.15
sound/soc/mediatek/mt2701,10,0,v4.15
sound/soc/sh/rcar,76,0,v4.15
tools/build/tests/ex,8,6,v4.15
tools/lib/api/fd,9,3,v4.15
tools/lib/api/fs,16,1,v4.15
tools/lib/lockdep/tests,12,0,v4.15
tools/objtool/arch/x86,17,2,v4.15
tools/perf/arch/arm,8,0,v4.15
tools/perf/arch/arm64,4,0,v4.15
tools/perf/arch/powerpc,18,0,v4.15
tools/perf/arch/s390,7,0,v4.15
tools/perf/arch/sh,1,0,v4.15
tools/perf/arch/sparc,1,0,v4.15
tools/perf/arch/x86,24,2,v4.15
tools/perf/arch/xtensa,1,0,v4.15
tools/perf/scripts/python,1,0,v4.15
tools/perf/tests/attr,4,0,v4.15
tools/perf/trace/beauty,15,0,v4.15
tools/perf/ui/browsers,14,0,v4.15
tools/perf/ui/gtk,15,0,v4.15
tools/perf/ui/stdio,4,0,v4.15
tools/perf/ui/tui,11,0,v4.15
tools/perf/util/intel-pt-decoder,34,3,v4.15
tools/perf/util/scripting-engines,1,0,v4.15
tools/power/acpi/common,3,0,v4.15
tools/power/acpi/os_specific,49,2,v4.15
tools/power/acpi/tools,18,0,v4.15
tools/power/cpupower/bench,14,0,v4.15
tools/power/cpupower/debug,5,0,v4.15
tools/power/cpupower/lib,38,0,v4.15
tools/power/cpupower/utils,64,0,v4.15
tools/power/x86/turbostat,105,1,v4.15
tools/power/x86/x86_energy_perf_policy,51,1,v4.15
tools/testing/nvdimm/test,21,3,v4.15
tools/testing/radix-tree/linux,5,4,v4.15
tools/testing/selftests/android,14,0,v4.15
tools/testing/selftests/bpf,26,4,v4.15
tools/testing/selftests/breakpoints,6,2,v4.15
tools/testing/selftests/capabilities,2,0,v4.15
tools/testing/selftests/efivarfs,2,0,v4.15
tools/testing/selftests/exec,1,0,v4.15
tools/testing/selftests/filesystems,1,0,v4.15
tools/testing/selftests/futex,26,7,v4.15
tools/testing/selftests/gpio,3,1,v4.15
tools/testing/selftests/ia64,1,0,v4.15
tools/testing/selftests/intel_pstate,3,0,v4.15
tools/testing/selftests/ipc,5,0,v4.15
tools/testing/selftests/kcmp,1,0,v4.15
tools/testing/selftests/media_tests,3,0,v4.15
tools/testing/selftests/membarrier,1,0,v4.15
tools/testing/selftests/memfd,3,0,v4.15
tools/testing/selftests/mount,1,0,v4.15
tools/testing/selftests/mqueue,15,2,v4.15
tools/testing/selftests/net,13,1,v4.15
tools/testing/selftests/networking,9,3,v4.15
tools/testing/selftests/nsfs,2,0,v4.15
tools/testing/selftests/powerpc,270,41,v4.15
tools/testing/selftests/prctl,3,0,v4.15
tools/testing/selftests/ptp,1,0,v4.15
tools/testing/selftests/ptrace,2,0,v4.15
tools/testing/selftests/rcutorture,8,2,v4.15
tools/testing/selftests/seccomp,18,0,v4.15
tools/testing/selftests/sigaltstack,3,0,v4.15
tools/testing/selftests/size,1,0,v4.15
tools/testing/selftests/splice,1,0,v4.15
tools/testing/selftests/sync,22,11,v4.15
tools/testing/selftests/timers,87,11,v4.15
tools/testing/selftests/vDSO,7,1,v4.15
tools/testing/selftests/vm,31,6,v4.15
tools/testing/selftests/watchdog,1,0,v4.15
tools/testing/selftests/x86,166,37,v4.15
tools/usb/ffs-aio-example/multibuff,6,0,v4.15
tools/usb/ffs-aio-example/simple,4,0,v4.15
tools/usb/usbip/libsrc,33,0,v4.15
tools/usb/usbip/src,27,0,v4.15
virt/kvm/arm/hyp,13,0,v4.15
virt/kvm/arm/vgic,128,0,v4.15
arch/cris/arch-v32/drivers/mach-a3,1,0,v4.15
arch/cris/arch-v32/drivers/mach-fs,1,0,v4.15
arch/cris/arch-v32/drivers/pci,5,0,v4.15
arch/ia64/hp/sim/boot,3,0,v4.15
arch/ia64/sn/kernel/sn2,30,0,v4.15
arch/ia64/sn/pci/pcibr,25,0,v4.15
arch/mips/loongson64/common/cs5536,18,0,v4.15
arch/powerpc/platforms/cell/spufs,46,0,v4.15
arch/sh/boards/mach-se/7206,1,0,v4.15
arch/sh/boards/mach-se/7343,1,0,v4.15
arch/sh/boards/mach-se/770x,1,0,v4.15
arch/sh/boards/mach-se/7721,1,0,v4.15
arch/sh/boards/mach-se/7722,1,0,v4.15
arch/sh/boards/mach-se/7724,1,0,v4.15
arch/sh/boards/mach-se/7751,1,0,v4.15
arch/sh/boards/mach-se/7780,1,0,v4.15
arch/sh/kernel/cpu/irq,3,0,v4.15
arch/sh/kernel/cpu/sh2,4,0,v4.15
arch/sh/kernel/cpu/sh2a,21,0,v4.15
arch/sh/kernel/cpu/sh3,17,0,v4.15
arch/sh/kernel/cpu/sh4,41,0,v4.15
arch/sh/kernel/cpu/sh4a,60,0,v4.15
arch/sh/kernel/cpu/sh5,6,0,v4.15
arch/sh/kernel/cpu/shmobile,3,0,v4.15
arch/x86/kernel/cpu/mcheck,56,0,v4.15
arch/x86/kernel/cpu/microcode,18,0,v4.15
arch/x86/kernel/cpu/mtrr,32,0,v4.15
arch/x86/platform/intel-mid/device_libs,1,0,v4.15
drivers/gpu/drm/amd/acp,1,0,v4.15
drivers/gpu/drm/amd/amdgpu,662,7,v4.15
drivers/gpu/drm/amd/amdkfd,110,0,v4.15
drivers/gpu/drm/amd/display,831,0,v4.15
drivers/gpu/drm/amd/lib,5,0,v4.15
drivers/gpu/drm/amd/powerplay,283,0,v4.15
drivers/gpu/drm/amd/scheduler,16,0,v4.15
drivers/gpu/drm/bridge/adv7511,13,0,v4.15
drivers/gpu/drm/bridge/analogix,66,0,v4.15
drivers/gpu/drm/bridge/synopsys,15,0,v4.15
drivers/gpu/drm/hisilicon/hibmc,19,0,v4.15
drivers/gpu/drm/hisilicon/kirin,1,0,v4.15
drivers/gpu/drm/i915/gvt,112,0,v4.15
drivers/gpu/drm/i915/selftests,57,7,v4.15
drivers/gpu/drm/msm/adreno,30,0,v4.15
drivers/gpu/drm/msm/dsi,60,0,v4.15
drivers/gpu/drm/msm/edp,24,0,v4.15
drivers/gpu/drm/msm/hdmi,27,0,v4.15
drivers/gpu/drm/msm/mdp,108,0,v4.15
drivers/gpu/drm/nouveau/dispnv04,39,0,v4.15
drivers/gpu/drm/nouveau/nvif,37,0,v4.15
drivers/gpu/drm/nouveau/nvkm,1369,0,v4.15
drivers/gpu/drm/omapdrm/dss,163,0,v4.15
drivers/gpu/drm/tinydrm/core,24,0,v4.15
drivers/media/platform/mtk-vcodec/vdec,3,0,v4.15
drivers/media/platform/mtk-vcodec/venc,2,0,v4.15
drivers/media/platform/qcom/camss-8x16,24,0,v4.15
drivers/media/platform/qcom/venus,78,0,v4.15
drivers/media/platform/rockchip/rga,3,0,v4.15
drivers/media/platform/sti/bdisp,11,0,v4.15
drivers/media/platform/sti/c8sectpfe,5,0,v4.15
drivers/media/platform/sti/delta,17,0,v4.15
drivers/media/platform/sti/hva,14,0,v4.15
drivers/media/usb/gspca/gl860,8,0,v4.15
drivers/media/usb/gspca/m5602,37,0,v4.15
drivers/media/usb/gspca/stv06xx,6,0,v4.15
drivers/net/can/usb/peak_usb,11,0,v4.15
drivers/net/ethernet/amazon/ena,65,0,v4.15
drivers/net/ethernet/amd/xgbe,31,0,v4.15
drivers/net/ethernet/apm/xgene,11,0,v4.15
drivers/net/ethernet/apm/xgene-v2,18,0,v4.15
